,SYMBOL,Gene,Feature
8761,TNFRSF1B,ENSG00000028137,ENST00000489921
8762,TNFRSF1B,ENSG00000028137,ENST00000376259
8763,MIR4632,ENSG00000263676,ENST00000584158
8764,TNFRSF1B,ENSG00000028137,ENST00000492361
8765,PADI3,ENSG00000142619,ENST00000375460
8766,EPHB2,ENSG00000133216,ENST00000374630
8767,EPHB2,ENSG00000133216,ENST00000374627
8768,EPHB2,ENSG00000133216,ENST00000544305
8769,EPHB2,ENSG00000133216,ENST00000465676
8770,EPHB2,ENSG00000133216,ENST00000400191
8771,EPHB2,ENSG00000133216,ENST00000374632
8772,ASAP3,ENSG00000088280,ENST00000437606
8773,ASAP3,ENSG00000088280,ENST00000530874
8774,ASAP3,ENSG00000088280,ENST00000484418
8775,ASAP3,ENSG00000088280,ENST00000492982
8776,ASAP3,ENSG00000088280,ENST00000475814
8777,ASAP3,ENSG00000088280,ENST00000618240
8778,ASAP3,ENSG00000088280,ENST00000495646
8779,ASAP3,ENSG00000088280,ENST00000465372
8780,ASAP3,ENSG00000088280,ENST00000478858
8781,ASAP3,ENSG00000088280,ENST00000336689
8782,,,ENSR00001744645
8783,MYOM3,ENSG00000142661,ENST00000475306
8784,RP11-293P20.4,ENSG00000230703,ENST00000429191
8785,MYOM3,ENSG00000142661,ENST00000374434
8786,MYOM3,ENSG00000142661,ENST00000448831
8787,RP11-293P20.2,ENSG00000225315,ENST00000439239
8788,WASF2,ENSG00000158195,ENST00000536657
8789,WASF2,ENSG00000158195,ENST00000618852
8790,STX12,ENSG00000117758,ENST00000472285
8791,STX12,ENSG00000117758,ENST00000373943
8792,RP3-426I6.6,ENSG00000270031,ENST00000602843
8793,RNU6-1245P,ENSG00000223062,ENST00000411130
8794,GLIS1,ENSG00000174332,ENST00000628545
8795,GLIS1,ENSG00000174332,ENST00000312233
8796,STRIP1,ENSG00000143093,ENST00000535003
8797,STRIP1,ENSG00000143093,ENST00000473429
8798,STRIP1,ENSG00000143093,ENST00000461054
8799,STRIP1,ENSG00000143093,ENST00000369796
8800,STRIP1,ENSG00000143093,ENST00000369795
8801,STRIP1,ENSG00000143093,ENST00000485775
8802,,,ENSR00001757658
8803,,,
8804,,,
8805,ITGA10,ENSG00000143127,ENST00000369304
8806,ITGA10,ENSG00000143127,ENST00000539363
8807,RP11-315I20.3,ENSG00000244619,ENST00000415065
8808,S100A7A,ENSG00000184330,ENST00000368729
8809,S100A7A,ENSG00000184330,ENST00000368728
8810,S100A7A,ENSG00000184330,ENST00000329256
8811,LAMTOR2,ENSG00000116586,ENST00000368304
8812,LAMTOR2,ENSG00000116586,ENST00000463371
8813,UBQLN4,ENSG00000160803,ENST00000472638
8814,LAMTOR2,ENSG00000116586,ENST00000368305
8815,LAMTOR2,ENSG00000116586,ENST00000487106
8816,LAMTOR2,ENSG00000116586,ENST00000489664
8817,LAMTOR2,ENSG00000116586,ENST00000368302
8818,UBQLN4,ENSG00000160803,ENST00000368309
8819,BCAN,ENSG00000132692,ENST00000361588
8820,RP11-284F21.7,ENSG00000229953,ENST00000448869
8821,BCAN,ENSG00000132692,ENST00000479949
8822,BCAN,ENSG00000132692,ENST00000491823
8823,BCAN,ENSG00000132692,ENST00000457777
8824,BCAN,ENSG00000132692,ENST00000441358
8825,BCAN,ENSG00000132692,ENST00000424639
8826,BCAN,ENSG00000132692,ENST00000329117
8827,NOS1AP,ENSG00000198929,ENST00000361897
8828,NOS1AP,ENSG00000198929,ENST00000430120
8829,NOS1AP,ENSG00000198929,ENST00000530878
8830,,,ENSR00001763162
8831,ABL2,ENSG00000143322,ENST00000502732
8832,ABL2,ENSG00000143322,ENST00000392043
8833,ABL2,ENSG00000143322,ENST00000507173
8834,ABL2,ENSG00000143322,ENST00000511413
8835,ABL2,ENSG00000143322,ENST00000367623
8836,RP11-345I18.4,ENSG00000225711,ENST00000443050
8837,IKBKE,ENSG00000263528,ENST00000581977
8838,IKBKE,ENSG00000263528,ENST00000605726
8839,MIR6769B,ENSG00000278465,ENST00000622159
8840,IKBKE,ENSG00000263528,ENST00000578328
8841,IKBKE,ENSG00000263528,ENST00000584998
8842,IKBKE,ENSG00000263528,ENST00000605818
8843,IKBKE,ENSG00000263528,ENST00000579827
8844,,,ENSR00000168038
8845,CAMK1G,ENSG00000008118,ENST00000361322
8846,LAMB3,ENSG00000196878,ENST00000356082
8847,LAMB3,ENSG00000196878,ENST00000367030
8848,LAMB3,ENSG00000196878,ENST00000391911
8849,CAMK1G,ENSG00000008118,ENST00000009105
8850,LAMB3,ENSG00000196878,ENST00000455193
8851,MIR4260,ENSG00000264831,ENST00000583107
8852,RAB4A,ENSG00000168118,ENST00000489342
8853,RAB4A,ENSG00000168118,ENST00000481981
8854,RAB4A,ENSG00000168118,ENST00000618010
8855,RAB4A,ENSG00000168118,ENST00000473894
8856,RAB4A,ENSG00000168118,ENST00000366690
8857,GNPAT,ENSG00000116906,ENST00000492459
8858,GNPAT,ENSG00000116906,ENST00000436239
8859,GNPAT,ENSG00000116906,ENST00000416000
8860,GNPAT,ENSG00000116906,ENST00000366647
8861,LPIN1,ENSG00000134324,ENST00000396097
8862,LPIN1,ENSG00000134324,ENST00000425416
8863,LPIN1,ENSG00000134324,ENST00000475922
8864,LPIN1,ENSG00000134324,ENST00000396099
8865,LPIN1,ENSG00000134324,ENST00000256720
8866,LPIN1,ENSG00000134324,ENST00000449576
8867,LPIN1,ENSG00000134324,ENST00000404113
8868,LPIN1,ENSG00000134324,ENST00000487576
8869,,,ENSR00001919208
8870,ITSN2,ENSG00000198399,ENST00000479575
8871,AC009228.1,ENSG00000242628,ENST00000413989
8872,AC009228.1,ENSG00000242628,ENST00000430105
8873,ITSN2,ENSG00000198399,ENST00000427234
8874,ITSN2,ENSG00000198399,ENST00000361999
8875,ITSN2,ENSG00000198399,ENST00000449392
8876,AC009228.1,ENSG00000242628,ENST00000413254
8877,ITSN2,ENSG00000198399,ENST00000355123
8878,ITSN2,ENSG00000198399,ENST00000622089
8879,ITSN2,ENSG00000198399,ENST00000478720
8880,EIF2AK2,ENSG00000055332,ENST00000233057
8881,GPATCH11,ENSG00000152133,ENST00000409774
8882,GPATCH11,ENSG00000152133,ENST00000473067
8883,GPATCH11,ENSG00000152133,ENST00000281932
8884,LRPPRC,ENSG00000138095,ENST00000260665
8885,LRPPRC,ENSG00000138095,ENST00000467058
8886,LHCGR,ENSG00000138039,ENST00000405626
8887,GTF2A1L,ENSG00000242441,ENST00000508440
8888,LHCGR,ENSG00000138039,ENST00000294954
8889,LHCGR,ENSG00000138039,ENST00000403273
8890,LHCGR,ENSG00000138039,ENST00000401907
8891,LHCGR,ENSG00000138039,ENST00000477576
8892,RP11-310N16.1,ENSG00000279956,ENST00000602369
8893,STON1-GTF2A1L,ENSG00000068781,ENST00000402114
8894,,,
8895,,,
8896,GPAT2,ENSG00000186281,ENST00000434632
8897,GPAT2,ENSG00000186281,ENST00000482704
8898,FAHD2CP,ENSG00000231584,ENST00000483000
8899,GPAT2,ENSG00000186281,ENST00000486463
8900,GPAT2,ENSG00000186281,ENST00000359548
8901,FAHD2CP,ENSG00000231584,ENST00000443258
8902,FAHD2CP,ENSG00000231584,ENST00000607780
8903,FAHD2CP,ENSG00000231584,ENST00000427863
8904,GPAT2,ENSG00000186281,ENST00000471757
8905,FAHD2CP,ENSG00000231584,ENST00000467292
8906,GPAT2,ENSG00000186281,ENST00000453542
8907,GPAT2,ENSG00000186281,ENST00000484440
8908,,,ENSR00001930738
8909,RPL31,ENSG00000071082,ENST00000409650
8910,TBC1D8,ENSG00000204634,ENST00000409318
8911,RPL31,ENSG00000071082,ENST00000409038
8912,TBC1D8,ENSG00000204634,ENST00000494011
8913,Metazoa_SRP,ENSG00000281681,ENST00000629034
8914,RPL31,ENSG00000071082,ENST00000409028
8915,RPL31,ENSG00000071082,ENST00000441435
8916,TBC1D8,ENSG00000204634,ENST00000376840
8917,AC068491.2,ENSG00000229118,ENST00000438897
8918,MIR4435-1HG,ENSG00000172965,ENST00000431385
8919,MIR4435-1HG,ENSG00000172965,ENST00000432818
8920,MIR4435-1HG,ENSG00000172965,ENST00000439362
8921,MIR4435-1HG,ENSG00000172965,ENST00000609902
8922,MIR4435-1HG,ENSG00000172965,ENST00000609220
8923,MIR4435-1HG,ENSG00000172965,ENST00000451884
8924,MIR4435-1HG,ENSG00000172965,ENST00000443467
8925,,,ENSR00001655771
8926,R3HDM1,ENSG00000048991,ENST00000264160
8927,R3HDM1,ENSG00000048991,ENST00000628915
8928,R3HDM1,ENSG00000048991,ENST00000409606
8929,R3HDM1,ENSG00000048991,ENST00000429703
8930,R3HDM1,ENSG00000048991,ENST00000409478
8931,R3HDM1,ENSG00000048991,ENST00000410054
8932,MIR128-1,ENSG00000207654,ENST00000384921
8933,,,ENSR00001936101
8934,NEB,ENSG00000183091,ENST00000172853
8935,NEB,ENSG00000183091,ENST00000603639
8936,NEB,ENSG00000183091,ENST00000420924
8937,NEB,ENSG00000183091,ENST00000427231
8938,NEB,ENSG00000183091,ENST00000618972
8939,NEB,ENSG00000183091,ENST00000413693
8940,NEB,ENSG00000183091,ENST00000604864
8941,NEB,ENSG00000183091,ENST00000409198
8942,NEB,ENSG00000183091,ENST00000397345
8943,PLA2R1,ENSG00000153246,ENST00000392771
8944,PLA2R1,ENSG00000153246,ENST00000283243
8945,AC009948.7,ENSG00000238082,ENST00000437039
8946,PRKRA,ENSG00000180228,ENST00000448279
8947,PRKRA,ENSG00000180228,ENST00000487082
8948,DFNB59,ENSG00000204311,ENST00000375129
8949,DFNB59,ENSG00000204311,ENST00000605419
8950,PRKRA,ENSG00000180228,ENST00000470200
8951,DFNB59,ENSG00000204311,ENST00000444615
8952,PRKRA,ENSG00000180228,ENST00000466165
8953,DFNB59,ENSG00000204311,ENST00000437056
8954,PRKRA,ENSG00000180228,ENST00000325748
8955,PRKRA,ENSG00000180228,ENST00000460433
8956,PRKRA,ENSG00000180228,ENST00000457633
8957,PRKRA,ENSG00000180228,ENST00000432031
8958,DFNB59,ENSG00000204311,ENST00000409117
8959,PRKRA,ENSG00000180228,ENST00000424699
8960,DFNB59,ENSG00000204311,ENST00000442710
8961,PRKRA,ENSG00000180228,ENST00000463882
8962,COL5A2,ENSG00000204262,ENST00000618828
8963,COL5A2,ENSG00000204262,ENST00000374866
8964,AC133106.2,ENSG00000228073,ENST00000419029
8965,,,ENSR00001942973
8966,RP11-395N3.2,ENSG00000272622,ENST00000607970
8967,IRS1,ENSG00000169047,ENST00000305123
8968,IRS1,ENSG00000169047,ENST00000498335
8969,,,ENSR00001948477
8970,PTMA,ENSG00000187514,ENST00000410064
8971,PTMA,ENSG00000187514,ENST00000409115
8972,PTMA,ENSG00000187514,ENST00000341369
8973,PTMA,ENSG00000187514,ENST00000448874
8974,U4,ENSG00000277986,ENST00000617137
8975,PTMA,ENSG00000187514,ENST00000467816
8976,PTMA,ENSG00000187514,ENST00000409683
8977,PTMA,ENSG00000187514,ENST00000409321
8978,PTMA,ENSG00000187514,ENST00000440384
8979,PTMA,ENSG00000187514,ENST00000481928
8980,PTMA,ENSG00000187514,ENST00000468027
8981,PTMA,ENSG00000187514,ENST00000466801
8982,PTMA,ENSG00000187514,ENST00000412128
8983,PTMA,ENSG00000187514,ENST00000612829
8984,LHFPL4,ENSG00000156959,ENST00000287585
8985,,,ENSR00001974868
8986,HDAC11,ENSG00000163517,ENST00000418189
8987,HDAC11,ENSG00000163517,ENST00000402271
8988,HDAC11,ENSG00000163517,ENST00000416248
8989,HDAC11,ENSG00000163517,ENST00000495099
8990,HDAC11,ENSG00000163517,ENST00000404548
8991,HDAC11,ENSG00000163517,ENST00000295757
8992,HDAC11,ENSG00000163517,ENST00000487585
8993,HDAC11,ENSG00000163517,ENST00000455904
8994,HDAC11,ENSG00000163517,ENST00000433119
8995,HDAC11,ENSG00000163517,ENST00000402259
8996,HDAC11,ENSG00000163517,ENST00000522202
8997,HDAC11,ENSG00000163517,ENST00000437379
8998,HDAC11,ENSG00000163517,ENST00000434848
8999,HDAC11,ENSG00000163517,ENST00000458642
9000,HDAC11,ENSG00000163517,ENST00000404040
9001,HDAC11,ENSG00000163517,ENST00000498532
9002,HDAC11,ENSG00000163517,ENST00000425430
9003,HDAC11,ENSG00000163517,ENST00000405025
9004,HDAC11,ENSG00000163517,ENST00000475818
9005,HDAC11,ENSG00000163517,ENST00000446613
9006,HDAC11,ENSG00000163517,ENST00000405478
9007,,,ENSR00001975650
9008,,,ENSR00001357919
9009,C3orf35,ENSG00000198590,ENST00000332506
9010,C3orf35,ENSG00000198590,ENST00000328376
9011,C3orf35,ENSG00000198590,ENST00000425932
9012,C3orf35,ENSG00000198590,ENST00000426078
9013,C3orf35,ENSG00000198590,ENST00000466204
9014,C3orf35,ENSG00000198590,ENST00000481400
9015,,,ENSR00001979084
9016,,,ENSR00001979336
9017,,,
9018,FHIT,ENSG00000189283,ENST00000488467
9019,FHIT,ENSG00000189283,ENST00000490952
9020,FHIT,ENSG00000189283,ENST00000468189
9021,FHIT,ENSG00000189283,ENST00000492590
9022,FHIT,ENSG00000189283,ENST00000476844
9023,,,ENSR00001983052
9024,HLTF,ENSG00000071794,ENST00000493881
9025,HLTF,ENSG00000071794,ENST00000310053
9026,HLTF,ENSG00000071794,ENST00000392912
9027,HLTF,ENSG00000071794,ENST00000465259
9028,HLTF,ENSG00000071794,ENST00000494055
9029,RP11-644C3.1,ENSG00000232461,ENST00000428516
9030,MUC4,ENSG00000145113,ENST00000464234
9031,MUC4,ENSG00000145113,ENST00000392407
9032,MUC4,ENSG00000145113,ENST00000477756
9033,MUC4,ENSG00000145113,ENST00000480843
9034,MUC4,ENSG00000145113,ENST00000463781
9035,MUC4,ENSG00000145113,ENST00000448861
9036,MUC4,ENSG00000145113,ENST00000477086
9037,MUC4,ENSG00000145113,ENST00000462323
9038,MUC4,ENSG00000145113,ENST00000470451
9039,MUC4,ENSG00000145113,ENST00000467235
9040,MUC4,ENSG00000145113,ENST00000466475
9041,MUC4,ENSG00000145113,ENST00000469992
9042,MUC4,ENSG00000145113,ENST00000475231
9043,MUC4,ENSG00000145113,ENST00000415455
9044,MUC4,ENSG00000145113,ENST00000346145
9045,MUC4,ENSG00000145113,ENST00000349607
9046,MUC4,ENSG00000145113,ENST00000308466
9047,MUC4,ENSG00000145113,ENST00000479406
9048,MUC4,ENSG00000145113,ENST00000478156
9049,MUC4,ENSG00000145113,ENST00000339251
9050,,,ENSR00002000434
9051,MUC4,ENSG00000145113,ENST00000415455
9052,MUC4,ENSG00000145113,ENST00000467235
9053,MUC4,ENSG00000145113,ENST00000469992
9054,MUC4,ENSG00000145113,ENST00000466475
9055,MUC4,ENSG00000145113,ENST00000475231
9056,MUC4,ENSG00000145113,ENST00000346145
9057,MUC4,ENSG00000145113,ENST00000349607
9058,MUC4,ENSG00000145113,ENST00000308466
9059,MUC4,ENSG00000145113,ENST00000479406
9060,MUC4,ENSG00000145113,ENST00000339251
9061,MUC4,ENSG00000145113,ENST00000478156
9062,MUC4,ENSG00000145113,ENST00000392407
9063,MUC4,ENSG00000145113,ENST00000464234
9064,MUC4,ENSG00000145113,ENST00000477756
9065,MUC4,ENSG00000145113,ENST00000463781
9066,MUC4,ENSG00000145113,ENST00000480843
9067,MUC4,ENSG00000145113,ENST00000477086
9068,MUC4,ENSG00000145113,ENST00000462323
9069,MUC4,ENSG00000145113,ENST00000470451
9070,MUC4,ENSG00000145113,ENST00000448861
9071,,,ENSR00002000434
9072,PIGG,ENSG00000174227,ENST00000509768
9073,PIGG,ENSG00000174227,ENST00000453061
9074,PIGG,ENSG00000174227,ENST00000503111
9075,PIGG,ENSG00000174227,ENST00000502311
9076,PIGG,ENSG00000174227,ENST00000511448
9077,PIGG,ENSG00000174227,ENST00000506402
9078,PIGG,ENSG00000174227,ENST00000310340
9079,PIGG,ENSG00000174227,ENST00000514953
9080,PIGG,ENSG00000174227,ENST00000504346
9081,ZNF721,ENSG00000182903,ENST00000511833
9082,ZNF721,ENSG00000182903,ENST00000338977
9083,PIGG,ENSG00000174227,ENST00000383028
9084,PIGG,ENSG00000174227,ENST00000504187
9085,,,ENSR00002001027
9086,USP17L17,ENSG00000249104,ENST00000614762
9087,USP17L15,ENSG00000223569,ENST00000614248
9088,USP17L18,ENSG00000250844,ENST00000504209
9089,USP17L18,ENSG00000250844,ENST00000619296
9090,USP17L17,ENSG00000249104,ENST00000511568
9091,,,ENSR00001236463
9092,RP11-442P12.1,ENSG00000251644,ENST00000509498
9093,,,ENSR00002003579
9094,FAM175A,ENSG00000163322,ENST00000321945
9095,MRPS18C,ENSG00000163319,ENST00000514581
9096,FAM175A,ENSG00000163322,ENST00000611288
9097,FAM175A,ENSG00000163322,ENST00000506553
9098,MRPS18C,ENSG00000163319,ENST00000509571
9099,MRPS18C,ENSG00000163319,ENST00000505719
9100,MRPS18C,ENSG00000163319,ENST00000295491
9101,MRPS18C,ENSG00000163319,ENST00000507349
9102,MRPS18C,ENSG00000163319,ENST00000509970
9103,MRPS18C,ENSG00000163319,ENST00000505525
9104,FAM175A,ENSG00000163322,ENST00000504777
9105,MRPS18C,ENSG00000163319,ENST00000507019
9106,FAM175A,ENSG00000163322,ENST00000475656
9107,MRPS18C,ENSG00000163319,ENST00000512375
9108,PLRG1,ENSG00000171566,ENST00000506192
9109,PLRG1,ENSG00000171566,ENST00000512719
9110,PLRG1,ENSG00000171566,ENST00000503751
9111,PLRG1,ENSG00000171566,ENST00000506918
9112,PLRG1,ENSG00000171566,ENST00000515520
9113,PLRG1,ENSG00000171566,ENST00000302078
9114,RNU6-1285P,ENSG00000200350,ENST00000363480
9115,PLRG1,ENSG00000171566,ENST00000499023
9116,PLRG1,ENSG00000171566,ENST00000504341
9117,PLRG1,ENSG00000171566,ENST00000509975
9118,,,ENSR00002019324
9119,,,
9120,PLCXD3,ENSG00000182836,ENST00000377801
9121,PLCXD3,ENSG00000182836,ENST00000328457
9122,BDP1,ENSG00000145734,ENST00000508917
9123,BDP1,ENSG00000145734,ENST00000380675
9124,BDP1,ENSG00000145734,ENST00000358731
9125,IQGAP2,ENSG00000145703,ENST00000502745
9126,IQGAP2,ENSG00000145703,ENST00000274364
9127,IQGAP2,ENSG00000145703,ENST00000379730
9128,IQGAP2,ENSG00000145703,ENST00000514350
9129,IQGAP2,ENSG00000145703,ENST00000396234
9130,IQGAP2,ENSG00000145703,ENST00000514579
9131,IQGAP2,ENSG00000145703,ENST00000514001
9132,IQGAP2,ENSG00000145703,ENST00000505766
9133,DMXL1,ENSG00000172869,ENST00000504031
9134,DMXL1,ENSG00000172869,ENST00000514151
9135,DMXL1,ENSG00000172869,ENST00000539542
9136,DMXL1,ENSG00000172869,ENST00000311085
9137,RP11-950K24.2,ENSG00000248885,ENST00000513820
9138,DMXL1,ENSG00000172869,ENST00000503802
9139,SPINK5,ENSG00000133710,ENST00000359874
9140,SPINK5,ENSG00000133710,ENST00000256084
9141,SPINK5,ENSG00000133710,ENST00000398454
9142,SPINK5,ENSG00000133710,ENST00000507988
9143,SPINK5,ENSG00000133710,ENST00000508733
9144,G3BP1,ENSG00000145907,ENST00000522761
9145,G3BP1,ENSG00000145907,ENST00000356245
9146,G3BP1,ENSG00000145907,ENST00000394123
9147,G3BP1,ENSG00000145907,ENST00000520177
9148,G3BP1,ENSG00000145907,ENST00000522666
9149,BPHL,ENSG00000137274,ENST00000488487
9150,BPHL,ENSG00000137274,ENST00000423798
9151,BPHL,ENSG00000137274,ENST00000490918
9152,TUBB2A,ENSG00000137267,ENST00000333628
9153,BPHL,ENSG00000137274,ENST00000380379
9154,BPHL,ENSG00000137274,ENST00000380375
9155,BPHL,ENSG00000137274,ENST00000433912
9156,BPHL,ENSG00000137274,ENST00000434640
9157,BPHL,ENSG00000137274,ENST00000464040
9158,BPHL,ENSG00000137274,ENST00000430655
9159,TUBB2A,ENSG00000137267,ENST00000489942
9160,BPHL,ENSG00000137274,ENST00000424847
9161,RP1-40E16.11,ENSG00000228170,ENST00000447644
9162,HIST1H1E,ENSG00000168298,ENST00000304218
9163,HIST1H2BD,ENSG00000158373,ENST00000377777
9164,HIST1H2BD,ENSG00000158373,ENST00000289316
9165,,,ENSR00002050423
9166,TNXB,ENSG00000168477,ENST00000613214
9167,RNA5SP206,ENSG00000252512,ENST00000516703
9168,TNXB,ENSG00000168477,ENST00000375244
9169,,,ENSR00002051488
9170,TNXB,ENSG00000168477,ENST00000613214
9171,RNA5SP206,ENSG00000252512,ENST00000516703
9172,TNXB,ENSG00000168477,ENST00000375244
9173,,,ENSR00002051491
9174,ZFAND3,ENSG00000156639,ENST00000474522
9175,ZFAND3,ENSG00000156639,ENST00000287218
9176,ZFAND3,ENSG00000156639,ENST00000373391
9177,ZFAND3,ENSG00000156639,ENST00000373389
9178,,,ENSR00002052853
9179,DNAH8,ENSG00000124721,ENST00000359357
9180,DNAH8,ENSG00000124721,ENST00000327475
9181,DNAH8,ENSG00000124721,ENST00000449981
9182,GLP1R,ENSG00000112164,ENST00000373256
9183,DAAM2,ENSG00000146122,ENST00000398904
9184,DAAM2,ENSG00000146122,ENST00000274867
9185,DAAM2,ENSG00000146122,ENST00000538976
9186,DAAM2,ENSG00000146122,ENST00000494405
9187,DAAM2,ENSG00000146122,ENST00000398904
9188,DAAM2,ENSG00000146122,ENST00000274867
9189,RP11-61I13.3,ENSG00000235033,ENST00000430595
9190,DAAM2,ENSG00000146122,ENST00000538976
9191,RP11-61I13.3,ENSG00000235033,ENST00000437947
9192,RP11-61I13.3,ENSG00000235033,ENST00000420293
9193,MOCS1,ENSG00000124615,ENST00000373181
9194,RP11-61I13.3,ENSG00000235033,ENST00000606829
9195,,,
9196,RP13-143G15.4,ENSG00000237596,ENST00000626605
9197,RP13-143G15.4,ENSG00000237596,ENST00000417643
9198,RP11-472E5.3,ENSG00000277973,ENST00000615812
9199,RP13-143G15.4,ENSG00000237596,ENST00000629837
9200,CARD11,ENSG00000198286,ENST00000480332
9201,CARD11,ENSG00000198286,ENST00000396946
9202,CARD11,ENSG00000198286,ENST00000355508
9203,,,ENSR00002070808
9204,RP4-668E10.4,ENSG00000278254,ENST00000613936
9205,RP4-668E10.4,ENSG00000278254,ENST00000614289
9206,RP4-668E10.4,ENSG00000278254,ENST00000612945
9207,RP4-668E10.4,ENSG00000278254,ENST00000614137
9208,DNAH11,ENSG00000105877,ENST00000465129
9209,DNAH11,ENSG00000105877,ENST00000328843
9210,DNAH11,ENSG00000105877,ENST00000409508
9211,DNAH11,ENSG00000105877,ENST00000620169
9212,,,ENSR00002076624
9213,,,
9214,TNRC18P2,ENSG00000223566,ENST00000417666
9215,RP11-416N13.1,ENSG00000224172,ENST00000422823
9216,CD36,ENSG00000135218,ENST00000435819
9217,GNAT3,ENSG00000214415,ENST00000398291
9218,AKAP9,ENSG00000127914,ENST00000356239
9219,AKAP9,ENSG00000127914,ENST00000493453
9220,AKAP9,ENSG00000127914,ENST00000484815
9221,AKAP9,ENSG00000127914,ENST00000359028
9222,AKAP9,ENSG00000127914,ENST00000358100
9223,AKAP9,ENSG00000127914,ENST00000619023
9224,DPY19L2P2,ENSG00000170629,ENST00000435536
9225,DPY19L2P2,ENSG00000170629,ENST00000411491
9226,DPY19L2P2,ENSG00000170629,ENST00000438364
9227,DPY19L2P2,ENSG00000170629,ENST00000312132
9228,DPY19L2P2,ENSG00000170629,ENST00000439473
9229,HBP1,ENSG00000105856,ENST00000222574
9230,HBP1,ENSG00000105856,ENST00000461963
9231,HBP1,ENSG00000105856,ENST00000485846
9232,HBP1,ENSG00000105856,ENST00000468410
9233,HBP1,ENSG00000105856,ENST00000463202
9234,HBP1,ENSG00000105856,ENST00000479011
9235,HBP1,ENSG00000105856,ENST00000498408
9236,HBP1,ENSG00000105856,ENST00000497535
9237,HBP1,ENSG00000105856,ENST00000464009
9238,HBP1,ENSG00000105856,ENST00000478930
9239,HBP1,ENSG00000105856,ENST00000483809
9240,CPED1,ENSG00000106034,ENST00000423795
9241,CPED1,ENSG00000106034,ENST00000466055
9242,CPED1,ENSG00000106034,ENST00000450913
9243,CPED1,ENSG00000106034,ENST00000310396
9244,OR2A1-AS1,ENSG00000244479,ENST00000476560
9245,OR2A1-AS1,ENSG00000244479,ENST00000478806
9246,OR2A1-AS1,ENSG00000244479,ENST00000463561
9247,RP4-545C24.1,ENSG00000244198,ENST00000460955
9248,OR2A1-AS1,ENSG00000244479,ENST00000487102
9249,ARHGEF34P,ENSG00000204959,ENST00000483587
9250,OR2A1-AS1,ENSG00000244479,ENST00000489488
9251,OR2A1-AS1,ENSG00000244479,ENST00000461843
9252,,,ENSR00001718813
9253,CSMD1,ENSG00000183117,ENST00000335551
9254,CSMD1,ENSG00000183117,ENST00000602557
9255,CSMD1,ENSG00000183117,ENST00000520002
9256,CSMD1,ENSG00000183117,ENST00000602723
9257,CSMD1,ENSG00000183117,ENST00000400186
9258,CSMD1,ENSG00000183117,ENST00000537824
9259,,,
9260,RP11-303G3.6,ENSG00000255122,ENST00000533893
9261,,,ENSR00002094198
9262,ADAM24P,ENSG00000214607,ENST00000398655
9263,BMP1,ENSG00000168487,ENST00000518913
9264,BMP1,ENSG00000168487,ENST00000517324
9265,BMP1,ENSG00000168487,ENST00000523749
9266,BMP1,ENSG00000168487,ENST00000521385
9267,BMP1,ENSG00000168487,ENST00000471755
9268,BMP1,ENSG00000168487,ENST00000520970
9269,BMP1,ENSG00000168487,ENST00000520626
9270,BMP1,ENSG00000168487,ENST00000354870
9271,BMP1,ENSG00000168487,ENST00000522332
9272,BMP1,ENSG00000168487,ENST00000520982
9273,BMP1,ENSG00000168487,ENST00000306385
9274,BMP1,ENSG00000168487,ENST00000523457
9275,BMP1,ENSG00000168487,ENST00000483364
9276,BMP1,ENSG00000168487,ENST00000306349
